order_id,customer_id,order_amount,customer_email,payment_method,country_code,order_timestamp
ORD-016285,CUST-8051,294.54,user_880@example.com,APPLE_PAY,CA,2026-08-01T11:20:35
ORD-016286,CUST-5084,65.01,user_4758@example.com,CREDIT_CARD,UK,2026-08-02T02:57:57
ORD-016287,CUST-4204,61.64,user_1543@example.com,CREDIT_CARD,UK,2026-08-02T08:05:18
ORD-016288,CUST-7495,66.05,user_155@example.com,PAYPAL,US,2026-08-01T23:09:24
ORD-016289,CUST-1441,131.03,user_759@example.com,DEBIT_CARD,FR,2026-08-02T00:35:12
ORD-016290,CUST-1681,151.79,user_147@example.com,CREDIT_CARD,FR,2026-08-01T13:56:45
ORD-016291,CUST-3235,90.52,user_1164@example.com,DEBIT_CARD,CA,2026-08-02T06:12:46
ORD-016292,CUST-1248,15.38,user_2581@example.com,PAYPAL,DE,2026-08-01T20:56:46
ORD-016293,CUST-3738,144.07,user_4339@example.com,CREDIT_CARD,FR,2026-08-02T02:29:40
ORD-016294,CUST-3623,436.2,user_4621@example.com,APPLE_PAY,US,2026-08-01T15:18:18
ORD-016295,CUST-5762,91.69,user_1056@example.com,DEBIT_CARD,DE,2026-08-01T13:41:05
ORD-016296,CUST-7549,224.64,user_2000@example.com,APPLE_PAY,DE,2026-08-01T11:35:27
ORD-016297,CUST-7016,105.33,user_4793@example.com,PAYPAL,UK,2026-08-01T21:32:10
ORD-016298,CUST-3724,486.76,user_2414@example.com,CREDIT_CARD,UK,2026-08-01T20:38:38
ORD-016299,CUST-2106,117.61,user_1670@example.com,APPLE_PAY,US,2026-08-01T22:59:03
ORD-016300,CUST-4964,190.25,user_3802@example.com,PAYPAL,CA,2026-08-02T08:07:02
ORD-016301,CUST-5892,368.09,user_2762@example.com,PAYPAL,FR,2026-08-01T14:35:54
ORD-016302,CUST-9960,316.31,user_2639@example.com,CREDIT_CARD,UK,2026-08-01T21:19:12
ORD-016303,CUST-8732,407.66,user_1969@example.com,APPLE_PAY,UK,2026-08-01T16:56:21
ORD-016304,CUST-2447,290.35,user_1607@example.com,APPLE_PAY,DE,2026-08-01T22:21:37
ORD-016305,CUST-3355,338.23,user_1962@example.com,PAYPAL,UK,2026-08-02T00:46:55
ORD-016306,CUST-2436,79.49,user_88@example.com,PAYPAL,UK,2026-08-01T18:32:01
ORD-016307,CUST-2645,470.62,user_1688@example.com,DEBIT_CARD,CA,2026-08-01T23:26:47
ORD-016308,CUST-6483,217.57,user_256@example.com,CREDIT_CARD,US,2026-08-01T12:08:55
ORD-016309,CUST-2846,153.27,user_2795@example.com,PAYPAL,DE,2026-08-02T06:19:14
ORD-016310,CUST-4898,219.72,user_2251@example.com,DEBIT_CARD,DE,2026-08-01T19:28:33
ORD-016311,CUST-9331,383.96,user_1155@example.com,APPLE_PAY,CA,2026-08-01T17:52:49
ORD-016312,CUST-3395,401.1,user_4555@example.com,APPLE_PAY,US,2026-08-02T06:18:31
ORD-016313,CUST-9246,311.25,user_548@example.com,APPLE_PAY,CA,2026-08-01T22:48:00
ORD-016314,CUST-2201,79.84,user_2159@example.com,APPLE_PAY,US,2026-08-01T20:06:18
ORD-016315,CUST-4149,57.73,user_1191@example.com,PAYPAL,US,2026-08-01T14:44:56
ORD-016316,CUST-2197,149.87,user_4771@example.com,CREDIT_CARD,UK,2026-08-02T07:24:02
ORD-016317,CUST-3502,55.35,user_756@example.com,APPLE_PAY,US,2026-08-01T10:50:26
ORD-016318,CUST-2296,304.98,user_2611@example.com,PAYPAL,US,2026-08-01T15:59:20
ORD-016319,CUST-3499,388.58,user_4457@example.com,CREDIT_CARD,DE,2026-08-01T19:09:05
ORD-016320,CUST-3845,15.3,user_4559@example.com,APPLE_PAY,CA,2026-08-01T17:35:17
ORD-016321,CUST-3797,19.88,user_510@example.com,DEBIT_CARD,DE,2026-08-02T04:40:31
ORD-016322,CUST-4568,297.34,user_457@example.com,CREDIT_CARD,DE,2026-08-01T16:55:20
ORD-016323,CUST-5404,287.07,user_1572@example.com,CREDIT_CARD,US,2026-08-01T14:15:53
ORD-016324,CUST-4988,446.85,user_3479@example.com,CREDIT_CARD,US,2026-08-01T22:47:05
ORD-016325,CUST-1653,432.25,user_3299@example.com,PAYPAL,DE,2026-08-01T22:55:26
ORD-016326,CUST-7229,373.67,user_3241@example.com,CREDIT_CARD,CA,2026-08-02T08:13:38
ORD-016327,CUST-7821,45.34,user_440@example.com,APPLE_PAY,DE,2026-08-02T09:00:37
ORD-016328,CUST-5307,232.6,user_2385@example.com,CREDIT_CARD,CA,2026-08-02T01:37:47
ORD-016329,CUST-2660,402.05,user_4301@example.com,PAYPAL,US,2026-08-02T00:36:36
ORD-016330,CUST-2549,145.26,user_4367@example.com,PAYPAL,UK,2026-08-02T01:49:34
ORD-016331,CUST-1532,413.22,user_4205@example.com,CREDIT_CARD,US,2026-08-02T04:23:01
ORD-016332,CUST-5738,206.65,user_2597@example.com,CREDIT_CARD,CA,2026-08-01T14:43:39
ORD-016333,CUST-1385,377.72,user_3699@example.com,APPLE_PAY,CA,2026-08-02T00:47:06
ORD-016334,CUST-2487,170.85,user_4474@example.com,PAYPAL,FR,2026-08-01T18:19:40
ORD-016335,CUST-4991,64.34,user_2325@example.com,APPLE_PAY,DE,2026-08-02T05:05:03
ORD-016336,CUST-5589,383.06,user_1858@example.com,DEBIT_CARD,UK,2026-08-02T05:53:29
ORD-016337,CUST-7906,331.24,user_1712@example.com,CREDIT_CARD,US,2026-08-02T05:05:19
ORD-016338,CUST-5853,162.67,user_16@example.com,DEBIT_CARD,UK,2026-08-01T15:36:52
ORD-016339,CUST-5393,118.53,user_1245@example.com,PAYPAL,UK,2026-08-01T18:22:57
ORD-016340,CUST-2977,121.17,user_312@example.com,DEBIT_CARD,UK,2026-08-01T16:31:00
ORD-016341,CUST-6089,230.74,user_1629@example.com,CREDIT_CARD,US,2026-08-01T23:39:37
ORD-016342,CUST-8303,100.49,user_1296@example.com,PAYPAL,CA,2026-08-01T20:28:25
ORD-016343,CUST-5208,99.3,user_1690@example.com,DEBIT_CARD,US,2026-08-02T09:39:57
ORD-016344,CUST-2415,111.77,user_3710@example.com,APPLE_PAY,CA,2026-08-01T20:05:31
ORD-016345,CUST-3283,69.12,user_3599@example.com,APPLE_PAY,FR,2026-08-02T02:34:38
ORD-016346,CUST-8816,35.06,user_4939@example.com,PAYPAL,UK,2026-08-01T16:01:45
ORD-016347,CUST-3289,24.61,user_4696@example.com,APPLE_PAY,FR,2026-08-02T05:12:53
ORD-016348,CUST-9714,480.72,user_3008@example.com,PAYPAL,UK,2026-08-01T15:53:39
ORD-016349,CUST-8799,364.52,user_32@example.com,PAYPAL,FR,2026-08-01T14:00:53
ORD-016350,CUST-7734,447.3,user_74@example.com,CREDIT_CARD,FR,2026-08-01T18:19:05
ORD-016351,CUST-3917,449.15,user_965@example.com,PAYPAL,FR,2026-08-01T21:50:47
ORD-016352,CUST-8511,97.12,user_3662@example.com,APPLE_PAY,FR,2026-08-02T03:28:44
ORD-016353,CUST-9999,406.55,user_3297@example.com,CREDIT_CARD,UK,2026-08-02T08:00:09
ORD-016354,CUST-2488,361.58,user_3700@example.com,APPLE_PAY,CA,2026-08-02T04:13:23
ORD-016355,CUST-3365,134.4,user_3513@example.com,DEBIT_CARD,UK,2026-08-02T06:14:05
ORD-016356,CUST-6655,354.26,user_4967@example.com,DEBIT_CARD,CA,2026-08-01T12:36:31
ORD-016357,CUST-1964,314.74,user_2714@example.com,PAYPAL,DE,2026-08-01T21:44:34
ORD-016358,CUST-8874,200.33,user_92@example.com,CREDIT_CARD,DE,2026-08-02T05:23:38
ORD-016359,CUST-3292,471.35,user_4899@example.com,DEBIT_CARD,DE,2026-08-02T04:26:48
ORD-016360,CUST-9906,361.09,user_4266@example.com,PAYPAL,US,2026-08-01T22:53:48
ORD-016361,CUST-6663,319.42,user_4813@example.com,APPLE_PAY,UK,2026-08-02T01:58:09
ORD-016362,CUST-2257,210.62,user_4995@example.com,CREDIT_CARD,DE,2026-08-01T15:29:30
ORD-016363,CUST-4189,66.89,user_210@example.com,PAYPAL,US,2026-08-01T22:01:45
ORD-016364,CUST-5037,181.38,user_4254@example.com,CREDIT_CARD,CA,2026-08-02T03:06:16
ORD-016365,CUST-1713,98.71,user_4212@example.com,DEBIT_CARD,US,2026-08-01T10:37:20
ORD-016366,CUST-6567,279.43,user_413@example.com,DEBIT_CARD,UK,2026-08-02T02:24:16
ORD-016367,CUST-5781,440.76,user_2336@example.com,CREDIT_CARD,FR,2026-08-01T13:50:20
ORD-016368,CUST-5673,465.91,user_4849@example.com,PAYPAL,US,2026-08-02T03:19:58
ORD-016369,CUST-2059,358.35,user_578@example.com,PAYPAL,FR,2026-08-01T11:59:00
ORD-016370,CUST-5186,214.76,user_3730@example.com,DEBIT_CARD,US,2026-08-01T13:33:11
ORD-016371,CUST-8322,404.29,user_1215@example.com,PAYPAL,CA,2026-08-01T22:04:26
ORD-016372,CUST-8654,313.46,user_387@example.com,DEBIT_CARD,UK,2026-08-01T23:54:35
ORD-016373,CUST-6648,63.63,user_3438@example.com,APPLE_PAY,US,2026-08-02T03:57:06
ORD-016374,CUST-9102,326.15,user_2452@example.com,CREDIT_CARD,CA,2026-08-01T13:59:02
ORD-016375,CUST-1496,193.26,user_4951@example.com,PAYPAL,CA,2026-08-01T16:30:08
ORD-016376,CUST-6932,353.01,user_4154@example.com,PAYPAL,FR,2026-08-01T10:59:24
ORD-016377,CUST-5310,337.45,user_3093@example.com,APPLE_PAY,CA,2026-08-02T01:42:37
ORD-016378,CUST-7805,200.06,user_1110@example.com,PAYPAL,FR,2026-08-01T20:01:51
ORD-016379,CUST-8486,141.88,user_1508@example.com,PAYPAL,FR,2026-08-02T01:56:08
ORD-016380,CUST-7821,287.55,user_2050@example.com,APPLE_PAY,UK,2026-08-02T05:15:40
ORD-016381,CUST-5494,38.81,user_2718@example.com,DEBIT_CARD,DE,2026-08-01T15:06:39
ORD-016382,CUST-2190,450.01,user_466@example.com,PAYPAL,US,2026-08-02T03:12:37
ORD-016383,CUST-6022,140.67,user_3862@example.com,CREDIT_CARD,US,2026-08-01T11:01:35
ORD-016384,CUST-4783,55.88,user_2624@example.com,DEBIT_CARD,FR,2026-08-01T13:17:09
ORD-016385,CUST-3479,38.17,user_2135@example.com,CREDIT_CARD,FR,2026-08-01T11:34:47
ORD-016386,CUST-7630,107.95,user_3677@example.com,APPLE_PAY,CA,2026-08-01T12:34:38
ORD-016387,CUST-6518,256.97,user_4892@example.com,CREDIT_CARD,UK,2026-08-01T23:11:19
ORD-016388,CUST-2345,127.11,user_1736@example.com,CREDIT_CARD,US,2026-08-01T18:54:15
ORD-016389,CUST-8448,61.4,user_1989@example.com,PAYPAL,FR,2026-08-01T18:36:20
ORD-016390,CUST-1587,260.39,user_3115@example.com,DEBIT_CARD,DE,2026-08-01T12:12:40
ORD-016391,CUST-2739,85.17,user_3525@example.com,APPLE_PAY,DE,2026-08-01T10:40:13
ORD-016392,CUST-8218,304.8,user_513@example.com,PAYPAL,CA,2026-08-02T04:59:23
ORD-016393,CUST-3943,136.86,user_4382@example.com,DEBIT_CARD,US,2026-08-01T21:13:51
ORD-016394,CUST-5492,343.93,user_4363@example.com,DEBIT_CARD,US,2026-08-01T19:45:02
ORD-016395,CUST-1317,49.91,user_4470@example.com,CREDIT_CARD,DE,2026-08-02T08:18:30
ORD-016396,CUST-5587,469.77,user_4176@example.com,CREDIT_CARD,US,2026-08-02T09:12:12
ORD-016397,CUST-7769,181.74,user_3067@example.com,DEBIT_CARD,UK,2026-08-02T03:04:34
ORD-016398,CUST-6719,348.59,user_3161@example.com,PAYPAL,US,2026-08-01T17:49:25
ORD-016399,CUST-8164,35.06,user_1767@example.com,CREDIT_CARD,CA,2026-08-01T14:40:29
ORD-016400,CUST-2474,24.25,user_104@example.com,DEBIT_CARD,CA,2026-08-01T20:16:39
ORD-016401,CUST-8551,75.55,user_3725@example.com,CREDIT_CARD,CA,2026-08-02T09:16:31
ORD-016402,CUST-3097,467.76,user_2464@example.com,APPLE_PAY,CA,2026-08-02T07:29:59
ORD-016403,CUST-6083,268.5,user_697@example.com,PAYPAL,FR,2026-08-02T04:21:11
ORD-016404,CUST-8147,466.33,user_1852@example.com,PAYPAL,US,2026-08-01T15:18:01
ORD-016405,CUST-9740,427.55,user_3007@example.com,CREDIT_CARD,US,2026-08-01T19:31:29
ORD-016406,CUST-8140,267.33,user_3740@example.com,APPLE_PAY,CA,2026-08-01T22:47:33
ORD-016407,CUST-4331,345.79,user_4223@example.com,APPLE_PAY,DE,2026-08-02T01:41:34
ORD-016408,CUST-7804,41.17,user_326@example.com,DEBIT_CARD,DE,2026-08-02T03:01:34
ORD-016409,CUST-6725,373.9,user_633@example.com,CREDIT_CARD,US,2026-08-02T02:25:58
ORD-016410,CUST-3729,390.71,user_2103@example.com,DEBIT_CARD,UK,2026-08-01T13:52:25
ORD-016411,CUST-7812,244.31,user_43@example.com,CREDIT_CARD,US,2026-08-01T18:40:05
ORD-016412,CUST-9084,239.59,user_3431@example.com,PAYPAL,FR,2026-08-02T01:41:12
ORD-016413,CUST-6243,298.48,user_2245@example.com,APPLE_PAY,DE,2026-08-01T17:36:56
ORD-016414,CUST-6586,101.01,user_1422@example.com,CREDIT_CARD,FR,2026-08-02T02:29:40
ORD-016415,CUST-7945,206.24,user_2256@example.com,PAYPAL,FR,2026-08-01T11:56:53
ORD-016416,CUST-8659,52.41,user_504@example.com,APPLE_PAY,UK,2026-08-01T22:10:18
ORD-016417,CUST-8581,359.76,user_325@example.com,DEBIT_CARD,UK,2026-08-02T00:26:34
ORD-016418,CUST-3508,471.06,user_3004@example.com,APPLE_PAY,DE,2026-08-02T04:26:01
ORD-016419,CUST-1407,186.33,user_562@example.com,PAYPAL,DE,2026-08-01T15:27:13
ORD-016420,CUST-6202,333.0,user_4860@example.com,PAYPAL,FR,2026-08-02T02:08:52
ORD-016421,CUST-8912,365.03,user_975@example.com,DEBIT_CARD,DE,2026-08-02T04:41:07
ORD-016422,CUST-6594,120.06,user_2318@example.com,CREDIT_CARD,US,2026-08-01T11:09:16
ORD-016423,CUST-3955,123.94,user_3867@example.com,APPLE_PAY,DE,2026-08-01T17:45:32
ORD-016424,CUST-8110,24.11,user_697@example.com,APPLE_PAY,US,2026-08-01T18:31:28
ORD-016425,CUST-7367,149.0,user_2763@example.com,DEBIT_CARD,CA,2026-08-02T01:27:52
ORD-016426,CUST-5220,407.0,user_4941@example.com,APPLE_PAY,FR,2026-08-02T05:38:37
ORD-016427,CUST-6901,49.62,user_2437@example.com,APPLE_PAY,US,2026-08-01T15:59:49
ORD-016428,CUST-6614,179.84,user_2593@example.com,APPLE_PAY,FR,2026-08-01T16:45:51
ORD-016429,CUST-5036,43.05,user_1858@example.com,CREDIT_CARD,UK,2026-08-01T16:21:59
ORD-016430,CUST-7127,197.59,user_1570@example.com,PAYPAL,US,2026-08-02T06:27:41
ORD-016431,CUST-4551,241.35,user_1670@example.com,DEBIT_CARD,FR,2026-08-01T13:46:14
ORD-016432,CUST-9221,483.0,user_4319@example.com,APPLE_PAY,US,2026-08-02T01:42:36
ORD-016433,CUST-2116,342.99,user_143@example.com,PAYPAL,FR,2026-08-01T23:08:50
ORD-016434,CUST-6037,261.36,user_2558@example.com,DEBIT_CARD,FR,2026-08-01T11:26:20
ORD-016435,CUST-1496,371.68,user_1327@example.com,CREDIT_CARD,FR,2026-08-02T08:00:55
ORD-016436,CUST-2744,136.92,user_4851@example.com,APPLE_PAY,UK,2026-08-02T00:40:24
ORD-016437,CUST-7169,145.55,user_2502@example.com,PAYPAL,US,2026-08-02T05:46:01
ORD-016438,CUST-3782,428.22,user_3903@example.com,PAYPAL,UK,2026-08-01T17:54:16
ORD-016439,CUST-1692,482.73,user_911@example.com,PAYPAL,US,2026-08-02T02:17:58
ORD-016440,CUST-5993,254.77,user_869@example.com,PAYPAL,DE,2026-08-01T20:00:21
ORD-016441,CUST-7543,372.85,user_3768@example.com,DEBIT_CARD,CA,2026-08-02T01:48:23
ORD-016442,CUST-7421,50.67,user_619@example.com,APPLE_PAY,DE,2026-08-01T12:37:09
ORD-016443,CUST-5448,251.93,user_1376@example.com,APPLE_PAY,FR,2026-08-01T19:27:12
ORD-016444,CUST-2019,134.82,user_4297@example.com,APPLE_PAY,US,2026-08-01T13:34:43
ORD-016445,CUST-2703,229.25,user_2188@example.com,APPLE_PAY,FR,2026-08-02T08:26:03
ORD-016446,CUST-2985,135.34,user_3419@example.com,PAYPAL,CA,2026-08-01T19:59:02
ORD-016447,CUST-7217,49.91,user_1410@example.com,PAYPAL,US,2026-08-01T10:05:29
ORD-016448,CUST-2496,364.74,user_405@example.com,DEBIT_CARD,FR,2026-08-02T04:18:15
ORD-016449,CUST-6742,185.47,user_2525@example.com,CREDIT_CARD,DE,2026-08-01T16:23:42
ORD-016450,CUST-7638,243.59,user_1858@example.com,CREDIT_CARD,CA,2026-08-02T06:50:06
ORD-016451,CUST-4383,149.1,user_2075@example.com,APPLE_PAY,CA,2026-08-01T13:23:33
ORD-016452,CUST-2188,239.84,user_3039@example.com,APPLE_PAY,US,2026-08-01T15:16:32
ORD-016453,CUST-7785,399.68,user_547@example.com,PAYPAL,US,2026-08-02T00:36:01
ORD-016454,CUST-3450,21.98,user_3155@example.com,DEBIT_CARD,US,2026-08-02T02:05:08
ORD-016455,CUST-7238,134.21,user_4926@example.com,APPLE_PAY,US,2026-08-01T19:11:23
ORD-016456,CUST-5092,303.86,user_3377@example.com,CREDIT_CARD,US,2026-08-02T07:00:31
ORD-016457,CUST-9420,201.21,user_4397@example.com,CREDIT_CARD,US,2026-08-01T11:04:06
ORD-016458,CUST-2085,393.62,user_1988@example.com,DEBIT_CARD,US,2026-08-01T16:57:51
ORD-016459,CUST-5752,389.88,user_116@example.com,DEBIT_CARD,UK,2026-08-02T03:30:02
ORD-016460,CUST-6508,480.02,user_486@example.com,CREDIT_CARD,FR,2026-08-02T09:50:06
ORD-016461,CUST-4458,488.8,user_4981@example.com,CREDIT_CARD,US,2026-08-01T22:34:35
ORD-016462,CUST-6020,385.32,user_2597@example.com,APPLE_PAY,CA,2026-08-02T00:53:48
ORD-016463,CUST-6366,299.47,user_832@example.com,APPLE_PAY,UK,2026-08-01T17:28:12
ORD-016464,CUST-9871,478.42,user_2859@example.com,PAYPAL,DE,2026-08-02T01:13:43
ORD-016465,CUST-1149,292.98,user_759@example.com,PAYPAL,FR,2026-08-01T23:59:02
ORD-016466,CUST-4658,61.3,user_3017@example.com,CREDIT_CARD,CA,2026-08-01T22:25:43
ORD-016467,CUST-9140,387.67,user_4772@example.com,CREDIT_CARD,DE,2026-08-01T16:34:21
ORD-016468,CUST-3588,140.92,user_639@example.com,DEBIT_CARD,FR,2026-08-01T14:50:56
ORD-016469,CUST-5257,446.8,user_4250@example.com,APPLE_PAY,CA,2026-08-02T03:53:41
ORD-016470,CUST-7842,167.52,user_972@example.com,PAYPAL,US,2026-08-01T15:51:11
ORD-016471,CUST-1689,401.18,user_4082@example.com,DEBIT_CARD,US,2026-08-02T08:58:47
ORD-016472,CUST-1391,197.58,user_2987@example.com,DEBIT_CARD,DE,2026-08-02T03:29:59
ORD-016473,CUST-9010,208.02,user_3507@example.com,DEBIT_CARD,FR,2026-08-01T14:12:23
ORD-016474,CUST-8591,385.6,user_234@example.com,PAYPAL,CA,2026-08-01T19:12:24
ORD-016475,CUST-2067,26.48,user_3263@example.com,DEBIT_CARD,FR,2026-08-02T00:30:47
ORD-016476,CUST-5119,254.45,user_4951@example.com,DEBIT_CARD,CA,2026-08-01T13:07:12
ORD-016477,CUST-8840,496.67,user_3152@example.com,CREDIT_CARD,US,2026-08-01T19:38:44
ORD-016478,CUST-8217,368.31,user_4247@example.com,DEBIT_CARD,UK,2026-08-01T19:22:06
ORD-016479,CUST-9864,59.4,user_2678@example.com,APPLE_PAY,UK,2026-08-01T14:48:58
ORD-016480,CUST-7535,154.78,user_1624@example.com,APPLE_PAY,FR,2026-08-01T19:52:43
ORD-016481,CUST-6798,303.72,user_2850@example.com,CREDIT_CARD,US,2026-08-01T23:50:59
ORD-016482,CUST-2411,130.05,user_2384@example.com,APPLE_PAY,US,2026-08-02T06:48:50
ORD-016483,CUST-6402,173.49,user_916@example.com,PAYPAL,DE,2026-08-01T16:32:53
ORD-016484,CUST-5044,466.72,user_946@example.com,DEBIT_CARD,DE,2026-08-01T14:07:49
ORD-016485,CUST-4140,82.54,user_3828@example.com,APPLE_PAY,DE,2026-08-01T23:27:34
ORD-016486,CUST-3182,362.35,user_4124@example.com,PAYPAL,CA,2026-08-01T10:29:58
ORD-016487,CUST-8290,496.54,user_2422@example.com,PAYPAL,US,2026-08-01T13:28:18
ORD-016488,CUST-5482,357.69,user_3287@example.com,APPLE_PAY,UK,2026-08-01T19:17:42
ORD-016489,CUST-8035,289.13,user_1327@example.com,PAYPAL,DE,2026-08-02T00:34:19
ORD-016490,CUST-7869,470.61,user_2287@example.com,PAYPAL,US,2026-08-01T14:35:10
ORD-016491,CUST-8504,47.05,user_4148@example.com,DEBIT_CARD,CA,2026-08-01T14:32:47
ORD-016492,CUST-5264,225.23,user_1030@example.com,DEBIT_CARD,UK,2026-08-01T16:00:27
ORD-016493,CUST-5208,267.23,user_382@example.com,APPLE_PAY,US,2026-08-02T08:16:43
ORD-016494,CUST-7592,121.42,user_2489@example.com,DEBIT_CARD,FR,2026-08-01T12:17:58
ORD-016495,CUST-9683,173.68,user_3191@example.com,APPLE_PAY,CA,2026-08-01T14:03:55
ORD-016496,CUST-3448,157.97,user_4662@example.com,CREDIT_CARD,FR,2026-08-01T14:13:17
ORD-016497,CUST-6792,307.12,user_3831@example.com,DEBIT_CARD,CA,2026-08-01T19:45:52
ORD-016498,CUST-4077,345.91,user_4994@example.com,CREDIT_CARD,UK,2026-08-02T07:32:37
ORD-016499,CUST-5241,465.96,user_4691@example.com,APPLE_PAY,FR,2026-08-02T07:40:16
ORD-016500,CUST-5648,185.07,user_1045@example.com,APPLE_PAY,CA,2026-08-02T00:44:47
ORD-016501,CUST-1272,249.53,user_4243@example.com,APPLE_PAY,US,2026-08-02T07:42:17
ORD-016502,CUST-8251,430.32,user_1109@example.com,PAYPAL,US,2026-08-01T17:09:39
ORD-016503,CUST-3110,490.77,user_144@example.com,APPLE_PAY,US,2026-08-01T18:41:01
ORD-016504,CUST-8230,376.71,user_1736@example.com,PAYPAL,FR,2026-08-01T21:35:29
ORD-016505,CUST-9459,103.1,user_2108@example.com,DEBIT_CARD,UK,2026-08-02T06:20:37
ORD-016506,CUST-5860,306.8,user_1438@example.com,APPLE_PAY,DE,2026-08-02T07:01:40
ORD-016507,CUST-2496,113.91,user_2920@example.com,CREDIT_CARD,FR,2026-08-01T20:16:53
ORD-016508,CUST-5023,80.48,user_626@example.com,APPLE_PAY,DE,2026-08-01T23:47:45
ORD-016509,CUST-5342,174.76,user_4381@example.com,APPLE_PAY,FR,2026-08-01T21:07:40
ORD-016510,CUST-7522,279.34,user_3619@example.com,APPLE_PAY,DE,2026-08-02T04:35:31
ORD-016511,CUST-7479,374.03,user_2009@example.com,PAYPAL,US,2026-08-01T22:50:15
ORD-016512,CUST-9708,80.47,user_289@example.com,APPLE_PAY,US,2026-08-01T20:59:02
ORD-016513,CUST-7924,399.55,user_1707@example.com,DEBIT_CARD,CA,2026-08-02T02:50:58
ORD-016514,CUST-4465,343.63,user_2947@example.com,PAYPAL,DE,2026-08-01T13:05:02
ORD-016515,CUST-6030,334.73,user_2763@example.com,DEBIT_CARD,UK,2026-08-01T11:08:48
ORD-016516,CUST-2796,33.23,user_4717@example.com,APPLE_PAY,DE,2026-08-02T09:46:49
ORD-016517,CUST-5244,227.4,user_4974@example.com,CREDIT_CARD,DE,2026-08-01T16:58:37
ORD-016518,CUST-8689,19.2,user_3634@example.com,PAYPAL,CA,2026-08-01T19:56:56
ORD-016519,CUST-9222,227.02,user_324@example.com,CREDIT_CARD,CA,2026-08-02T06:33:44
ORD-016520,CUST-9384,35.47,user_4922@example.com,APPLE_PAY,UK,2026-08-01T22:19:06
ORD-016521,CUST-1547,150.25,user_531@example.com,APPLE_PAY,FR,2026-08-01T21:53:07
ORD-016522,CUST-2361,443.67,user_3552@example.com,DEBIT_CARD,UK,2026-08-02T03:54:36
ORD-016523,CUST-9143,86.16,user_4285@example.com,APPLE_PAY,FR,2026-08-01T13:49:00
ORD-016524,CUST-9306,274.64,user_3353@example.com,CREDIT_CARD,DE,2026-08-01T21:02:07
ORD-016525,CUST-7139,338.68,user_4904@example.com,DEBIT_CARD,FR,2026-08-02T05:54:08
ORD-016526,CUST-3164,44.91,user_696@example.com,CREDIT_CARD,FR,2026-08-02T07:00:39
ORD-016527,CUST-6561,264.63,user_4239@example.com,DEBIT_CARD,UK,2026-08-01T14:55:01
ORD-016528,CUST-8220,328.61,user_4362@example.com,CREDIT_CARD,US,2026-08-02T05:32:26
ORD-016529,CUST-5035,37.03,user_245@example.com,APPLE_PAY,UK,2026-08-01T18:46:41
ORD-016530,CUST-8919,432.97,user_2325@example.com,DEBIT_CARD,CA,2026-08-02T03:11:23
ORD-016531,CUST-7566,301.26,user_377@example.com,DEBIT_CARD,DE,2026-08-01T16:05:25
ORD-016532,CUST-7407,444.52,user_2247@example.com,PAYPAL,CA,2026-08-01T18:21:33
ORD-016533,CUST-3119,495.36,user_3734@example.com,PAYPAL,UK,2026-08-02T03:37:32
ORD-016534,CUST-5181,341.17,user_4808@example.com,DEBIT_CARD,DE,2026-08-01T15:15:25
ORD-016535,CUST-8956,469.97,user_3670@example.com,DEBIT_CARD,US,2026-08-01T14:52:54
ORD-016536,CUST-4305,460.87,user_370@example.com,DEBIT_CARD,US,2026-08-02T01:24:44
ORD-016537,CUST-6894,28.26,user_3687@example.com,PAYPAL,UK,2026-08-01T12:48:04
ORD-016538,CUST-9143,117.66,user_4728@example.com,DEBIT_CARD,US,2026-08-01T21:25:20
ORD-016539,CUST-2174,339.61,user_3827@example.com,CREDIT_CARD,FR,2026-08-02T06:03:48
ORD-016540,CUST-8481,133.28,user_2096@example.com,PAYPAL,CA,2026-08-01T17:52:30
ORD-016541,CUST-2975,467.4,user_995@example.com,CREDIT_CARD,UK,2026-08-01T12:03:09
ORD-016542,CUST-8934,486.8,user_795@example.com,CREDIT_CARD,FR,2026-08-02T02:05:42
ORD-016543,CUST-6736,379.0,user_3402@example.com,DEBIT_CARD,CA,2026-08-02T00:38:03
ORD-016544,CUST-8870,17.99,user_2824@example.com,APPLE_PAY,FR,2026-08-02T06:24:17
ORD-016545,CUST-8356,437.21,user_1738@example.com,PAYPAL,FR,2026-08-02T00:23:07
ORD-016546,CUST-6470,133.02,user_1080@example.com,DEBIT_CARD,CA,2026-08-01T11:57:06
ORD-016547,CUST-4150,23.98,user_4270@example.com,PAYPAL,FR,2026-08-01T18:08:36
ORD-016548,CUST-9991,447.05,user_4539@example.com,APPLE_PAY,US,2026-08-01T23:04:56
ORD-016549,CUST-7982,247.84,user_4214@example.com,CREDIT_CARD,CA,2026-08-01T10:41:16
ORD-016550,CUST-4312,136.26,user_1433@example.com,DEBIT_CARD,CA,2026-08-01T13:13:26
ORD-016551,CUST-3222,89.88,user_4496@example.com,CREDIT_CARD,FR,2026-08-01T12:58:35
ORD-016552,CUST-1170,284.5,user_4139@example.com,APPLE_PAY,US,2026-08-01T17:16:44
ORD-016553,CUST-6035,145.13,user_4268@example.com,CREDIT_CARD,DE,2026-08-02T03:14:50
ORD-016554,CUST-4190,382.57,user_1854@example.com,PAYPAL,UK,2026-08-01T16:52:45
ORD-016555,CUST-7417,169.04,user_1818@example.com,PAYPAL,FR,2026-08-02T00:44:30
